2.153200000000000000e+04 4.732100000000000000e+04
2.193700000000000000e+04 4.461400000000000000e+04
2.020600000000000000e+04 4.475100000000000000e+04
2.168700000000000000e+04 4.497900000000000000e+04
2.191000000000000000e+04 4.368500000000000000e+04
2.285700000000000000e+04 4.491300000000000000e+04
2.262800000000000000e+04 4.607500000000000000e+04
2.211100000000000000e+04 4.672800000000000000e+04
2.177800000000000000e+04 4.536800000000000000e+04
2.118000000000000000e+04 4.636400000000000000e+04
2.177800000000000000e+04 4.364800000000000000e+04
2.182300000000000000e+04 4.663000000000000000e+04
2.189400000000000000e+04 4.555300000000000000e+04
2.282100000000000000e+04 4.576300000000000000e+04
2.070500000000000000e+04 4.515600000000000000e+04
2.259300000000000000e+04 4.528900000000000000e+04
2.188900000000000000e+04 4.521000000000000000e+04
2.096000000000000000e+04 4.390700000000000000e+04
2.235800000000000000e+04 4.497300000000000000e+04
2.134800000000000000e+04 4.754700000000000000e+04
2.045900000000000000e+04 4.522100000000000000e+04
2.099300000000000000e+04 4.415000000000000000e+04
2.211600000000000000e+04 4.708900000000000000e+04
2.229600000000000000e+04 4.499500000000000000e+04
2.088700000000000000e+04 4.367100000000000000e+04
2.273100000000000000e+04 4.468900000000000000e+04
2.084800000000000000e+04 4.465800000000000000e+04
2.233500000000000000e+04 4.458100000000000000e+04
2.158500000000000000e+04 4.493200000000000000e+04
2.058200000000000000e+04 4.595900000000000000e+04
2.091000000000000000e+04 4.630700000000000000e+04
2.265300000000000000e+04 4.299300000000000000e+04
2.139000000000000000e+04 4.519500000000000000e+04
2.269200000000000000e+04 4.664500000000000000e+04
2.200900000000000000e+04 4.504700000000000000e+04
2.129500000000000000e+04 4.367300000000000000e+04
2.197500000000000000e+04 4.507500000000000000e+04
2.210200000000000000e+04 4.238300000000000000e+04
2.265000000000000000e+04 4.459900000000000000e+04
2.275300000000000000e+04 4.489600000000000000e+04
2.005800000000000000e+04 4.599400000000000000e+04
2.024200000000000000e+04 4.473700000000000000e+04
2.189200000000000000e+04 4.467700000000000000e+04
2.222800000000000000e+04 4.313400000000000000e+04
2.271400000000000000e+04 4.542000000000000000e+04
2.176200000000000000e+04 4.363400000000000000e+04
2.065600000000000000e+04 4.352900000000000000e+04
2.206500000000000000e+04 4.639800000000000000e+04
2.110500000000000000e+04 4.533100000000000000e+04
2.220800000000000000e+04 4.754500000000000000e+04
2.271100000000000000e+04 4.413700000000000000e+04
2.131300000000000000e+04 4.533800000000000000e+04
2.079600000000000000e+04 4.525200000000000000e+04
2.023400000000000000e+04 4.580200000000000000e+04
2.226700000000000000e+04 4.279900000000000000e+04
2.195100000000000000e+04 4.357700000000000000e+04
1.902500000000000000e+04 6.263600000000000000e+04
1.990000000000000000e+04 6.071400000000000000e+04
1.895400000000000000e+04 5.704700000000000000e+04
1.934400000000000000e+04 6.284000000000000000e+04
1.775100000000000000e+04 6.142800000000000000e+04
2.162700000000000000e+04 5.816000000000000000e+04
1.938200000000000000e+04 6.339500000000000000e+04
2.197200000000000000e+04 6.053100000000000000e+04
2.013400000000000000e+04 6.163300000000000000e+04
2.070200000000000000e+04 6.105700000000000000e+04
2.131200000000000000e+04 5.936800000000000000e+04
1.848100000000000000e+04 6.078600000000000000e+04
1.876700000000000000e+04 6.098500000000000000e+04
2.033400000000000000e+04 6.158100000000000000e+04
1.952600000000000000e+04 5.984800000000000000e+04
1.929400000000000000e+04 5.970300000000000000e+04
2.052600000000000000e+04 6.084300000000000000e+04
1.877200000000000000e+04 6.002500000000000000e+04
1.803900000000000000e+04 5.976800000000000000e+04
2.162800000000000000e+04 6.044900000000000000e+04
1.902100000000000000e+04 6.131900000000000000e+04
1.857500000000000000e+04 6.172200000000000000e+04
2.083600000000000000e+04 5.904600000000000000e+04
2.010500000000000000e+04 5.901600000000000000e+04
1.969900000000000000e+04 6.229600000000000000e+04
1.881700000000000000e+04 5.887800000000000000e+04
1.894300000000000000e+04 5.810900000000000000e+04
1.881500000000000000e+04 6.211400000000000000e+04
2.118500000000000000e+04 6.006200000000000000e+04
2.050900000000000000e+04 5.992800000000000000e+04
2.080400000000000000e+04 6.014800000000000000e+04
1.959400000000000000e+04 5.997200000000000000e+04
1.819700000000000000e+04 6.137700000000000000e+04
1.953700000000000000e+04 6.100800000000000000e+04
1.959500000000000000e+04 5.836200000000000000e+04
1.887500000000000000e+04 6.098700000000000000e+04
