2.836900000000000000e+04 6.232700000000000000e+04
4.541000000000000000e+04 4.584400000000000000e+04
6.015900000000000000e+04 2.939400000000000000e+04
3.249600000000000000e+04 1.106600000000000000e+04
4.379700000000000000e+04 4.507200000000000000e+04
2.529400000000000000e+04 2.748000000000000000e+04
9.403000000000000000e+03 3.751700000000000000e+04
5.495100000000000000e+04 4.353800000000000000e+04
4.616000000000000000e+04 2.478900000000000000e+04
2.814000000000000000e+03 4.281800000000000000e+04
1.665400000000000000e+04 1.299300000000000000e+04
4.560200000000000000e+04 2.224000000000000000e+03
4.455200000000000000e+04 3.477100000000000000e+04
4.921900000000000000e+04 9.731000000000000000e+03
4.373900000000000000e+04 5.478300000000000000e+04
4.665700000000000000e+04 2.671900000000000000e+04
3.162200000000000000e+04 2.272600000000000000e+04
2.213000000000000000e+04 8.771000000000000000e+03
4.766000000000000000e+03 4.241900000000000000e+04
1.868900000000000000e+04 6.025900000000000000e+04
1.123500000000000000e+04 3.882900000000000000e+04
4.161400000000000000e+04 6.048000000000000000e+03
2.767000000000000000e+04 5.608600000000000000e+04
3.795500000000000000e+04 3.878400000000000000e+04
5.435600000000000000e+04 4.395300000000000000e+04
2.119700000000000000e+04 9.198000000000000000e+03
3.327100000000000000e+04 5.778200000000000000e+04
2.026100000000000000e+04 8.134000000000000000e+03
1.594200000000000000e+04 5.666200000000000000e+04
4.319100000000000000e+04 5.485600000000000000e+04
5.017200000000000000e+04 4.786000000000000000e+04
8.480000000000000000e+03 3.008800000000000000e+04
3.764700000000000000e+04 3.555500000000000000e+04
1.795400000000000000e+04 1.534300000000000000e+04
4.826200000000000000e+04 5.755000000000000000e+04
4.298800000000000000e+04 3.513000000000000000e+03
5.958900000000000000e+04 2.581200000000000000e+04
2.535100000000000000e+04 1.688800000000000000e+04
3.637000000000000000e+04 3.875800000000000000e+04
5.266100000000000000e+04 4.238200000000000000e+04
3.606100000000000000e+04 4.490900000000000000e+04
5.371900000000000000e+04 4.185100000000000000e+04
4.607200000000000000e+04 2.565800000000000000e+04
2.975000000000000000e+03 5.477700000000000000e+04
1.978900000000000000e+04 2.514700000000000000e+04
8.960000000000000000e+03 2.934900000000000000e+04
4.412800000000000000e+04 4.356600000000000000e+04
5.886200000000000000e+04 4.626600000000000000e+04
5.771200000000000000e+04 1.130000000000000000e+04
6.016400000000000000e+04 2.589300000000000000e+04
1.610000000000000000e+04 5.339400000000000000e+04
5.398900000000000000e+04 4.237200000000000000e+04
3.663900000000000000e+04 3.854300000000000000e+04
3.455200000000000000e+04 5.142500000000000000e+04
2.081200000000000000e+04 6.277900000000000000e+04
3.399700000000000000e+04 3.539900000000000000e+04
6.086100000000000000e+04 4.479600000000000000e+04
1.000700000000000000e+04 1.829500000000000000e+04
3.822200000000000000e+04 9.531000000000000000e+03
1.386400000000000000e+04 4.115600000000000000e+04
3.082800000000000000e+04 1.012100000000000000e+04
3.757000000000000000e+04 1.822000000000000000e+04
3.994300000000000000e+04 2.814300000000000000e+04
8.338000000000000000e+03 6.031900000000000000e+04
1.618500000000000000e+04 2.516300000000000000e+04
4.770300000000000000e+04 5.890300000000000000e+04
5.868500000000000000e+04 6.132200000000000000e+04
4.217500000000000000e+04 3.221700000000000000e+04
4.924200000000000000e+04 2.148900000000000000e+04
5.491500000000000000e+04 3.431800000000000000e+04
1.097500000000000000e+04 5.923100000000000000e+04
5.924700000000000000e+04 5.786900000000000000e+04
1.336700000000000000e+04 4.937000000000000000e+03
1.224400000000000000e+04 4.182300000000000000e+04
1.059900000000000000e+04 2.855500000000000000e+04
4.217700000000000000e+04 5.511600000000000000e+04
1.564500000000000000e+04 1.112500000000000000e+04
1.926300000000000000e+04 1.328200000000000000e+04
2.942700000000000000e+04 6.039500000000000000e+04
2.239800000000000000e+04 8.379000000000000000e+03
3.991100000000000000e+04 1.819900000000000000e+04
8.965000000000000000e+03 3.785600000000000000e+04
6.036400000000000000e+04 1.722900000000000000e+04
3.544700000000000000e+04 6.699000000000000000e+03
9.923000000000000000e+03 1.473500000000000000e+04
6.024800000000000000e+04 5.179600000000000000e+04
5.090800000000000000e+04 4.759600000000000000e+04
3.602400000000000000e+04 5.802500000000000000e+04
1.045100000000000000e+04 1.750000000000000000e+04
3.031000000000000000e+04 7.993000000000000000e+03
3.759800000000000000e+04 9.178000000000000000e+03
7.710000000000000000e+03 1.213900000000000000e+04
2.165400000000000000e+04 6.857000000000000000e+03
4.972500000000000000e+04 4.898000000000000000e+04
